Player,PPG,APG,RPG,SPG,BPG,G
Lauri Markkanen 22 23,25.62121212,1.863636364,8.636363636,0.636363636,0.575757576,66
Nikola Jokic 22 23,24.49275362,9.826086957,11.84057971,1.260869565,0.68115942,69
Jalen Green 22 23,22.14473684,3.697368421,3.736842105,0.776315789,0.236842105,76
Jordan Poole 22 23,20.42682927,4.5,2.743902439,0.768292683,0.256097561,82
Mikal Bridges 22 23,20.13253012,3.289156627,4.385542169,1.096385542,0.734939759,83
Stephen Curry 22 23,29.42857143,6.285714286,6.089285714,0.928571429,0.357142857,56
Jalen Brunson 22 23,24.01470588,6.191176471,3.544117647,0.897058824,0.220588235,68
Kyrie Irving 22 23,27.05,5.516666667,5.066666667,1.1,0.75,60
Ja Morant 22 23,26.16393443,8.081967213,5.852459016,1.081967213,0.262295082,61
LeBron James 22 23,28.90909091,6.818181818,8.309090909,0.909090909,0.581818182,55
CJ McCollum 22 23,20.90666667,5.72,4.373333333,0.933333333,0.506666667,75
Bam Adebayo 22 23,20.38666667,3.2,9.173333333,1.173333333,0.813333333,75
Dejounte Murray 22 23,20.47297297,6.054054054,5.256756757,1.513513514,0.256756757,74
Domantas Sabonis 22 23,19.11392405,7.253164557,12.3164557,0.82278481,0.493670886,79
Klay Thompson 22 23,21.86956522,2.362318841,4.144927536,0.710144928,0.420289855,69
Kristaps Porzingis 22 23,23.15384615,2.676923077,8.4,0.892307692,1.538461538,65
Darius Garland 22 23,21.5942029,7.797101449,2.68115942,1.231884058,0.130434783,69
Franz Wagner 22 23,18.5625,3.5375,4.1125,0.9625,0.2125,80
Devin Booker 22 23,27.75471698,5.528301887,4.528301887,0.962264151,0.339622642,53
Jimmy Butler 22 23,22.90625,5.3125,5.859375,1.828125,0.328125,64
Anthony Davis 22 23,25.91071429,2.642857143,12.53571429,1.053571429,2.035714286,56
Nikola Vucevic 22 23,17.64634146,3.231707317,11.01219512,0.731707317,0.695121951,82
Paolo Banchero 22 23,19.95833333,3.736111111,6.902777778,0.833333333,0.541666667,72
RJ Barrett 22 23,19.60273973,2.753424658,5.04109589,0.424657534,0.205479452,73
Keldon Johnson 22 23,21.98412698,2.904761905,5.047619048,0.73015873,0.174603175,63
Spencer Dinwiddie 22 23,17.32911392,6.518987342,3.417721519,0.848101266,0.303797468,79
Kevin Durant 22 23,29.06382979,5,6.659574468,0.723404255,1.425531915,47
Kyle Kuzma 22 23,21.203125,3.734375,7.234375,0.5625,0.453125,64
Tyler Herro 22 23,20.10447761,4.179104478,5.373134328,0.76119403,0.23880597,67
Buddy Hield 22 23,16.8,2.8125,5,1.15,0.325,80
Fred VanVleet 22 23,19.34782609,7.173913043,4.057971014,1.782608696,0.550724638,69
Paul George 22 23,23.78571429,5.142857143,6.107142857,1.482142857,0.357142857,56
Terry Rozier 22 23,21.0952381,5.063492063,4.111111111,1.174603175,0.253968254,63
Anfernee Simons 22 23,21.06451613,4.080645161,2.596774194,0.677419355,0.225806452,62
Bennedict Mathurin 22 23,16.69230769,1.487179487,4.076923077,0.615384615,0.166666667,78
Jamal Murray 22 23,19.96923077,6.153846154,3.953846154,1.015384615,0.246153846,65
Jerami Grant 22 23,20.47619048,2.380952381,4.492063492,0.80952381,0.841269841,63
Jrue Holiday 22 23,19.25373134,7.388059701,5.089552239,1.179104478,0.373134328,67
Evan Mobley 22 23,16.16455696,2.835443038,9,0.759493671,1.506329114,79
Bojan Bogdanovic 22 23,21.57627119,2.576271186,3.779661017,0.576271186,0.13559322,59
Jordan Clarkson 22 23,20.83606557,4.426229508,4.032786885,0.540983607,0.213114754,61
D'Angelo Russell 22 23,17.78873239,6.154929577,3.028169014,0.985915493,0.408450704,71
Josh Giddey 22 23,16.57894737,6.171052632,7.881578947,0.75,0.407894737,76
Desmond Bane 22 23,21.5,4.379310345,5.017241379,0.965517241,0.379310345,58
Brook Lopez 22 23,15.88461538,1.269230769,6.666666667,0.474358974,2.474358974,78
Kawhi Leonard 22 23,23.82692308,3.923076923,6.5,1.384615385,0.538461538,52
Harrison Barnes 22 23,15,1.56097561,4.463414634,0.695121951,0.12195122,82
Tyrese Maxey 22 23,20.3,3.533333333,2.933333333,0.816666667,0.133333333,60
James Harden 22 23,20.96551724,10.65517241,6.103448276,1.224137931,0.534482759,58
Immanuel Quickley 22 23,14.92592593,3.444444444,4.160493827,0.987654321,0.172839506,81
Jaden Ivey 22 23,16.27027027,5.22972973,3.891891892,0.824324324,0.22972973,74
Deandre Ayton 22 23,17.95522388,1.71641791,9.955223881,0.552238806,0.791044776,67
Scottie Barnes 22 23,15.31168831,4.818181818,6.649350649,1.077922078,0.792207792,77
Jaren Jackson Jr. 22 23,18.61904762,0.952380952,6.761904762,1.031746032,3,63
Bradley Beal 22 23,23.2,5.42,3.92,0.9,0.66,50
Tyrese Haliburton 22 23,20.71428571,10.44642857,3.660714286,1.625,0.446428571,56
Russell Westbrook 22 23,15.87671233,7.547945205,5.794520548,1.04109589,0.452054795,73
Gary Trent Jr. 22 23,17.39393939,1.606060606,2.621212121,1.575757576,0.212121212,66
Trey Murphy III 22 23,14.53164557,1.417721519,3.556962025,1.126582278,0.544303797,79
P.J. Washington 22 23,15.67123288,2.397260274,4.904109589,0.904109589,1.082191781,73
Kevin Huerter 22 23,15.2,2.946666667,3.346666667,1.066666667,0.32,75
Kevin Porter Jr. 22 23,19.15254237,5.728813559,5.322033898,1.389830508,0.288135593,59
O.G. Anunoby 22 23,16.7761194,1.955223881,4.955223881,1.910447761,0.746268657,67
Jonas Valanciunas 22 23,14.11392405,1.772151899,10.17721519,0.253164557,0.658227848,79
Christian Wood 22 23,16.62686567,1.805970149,7.328358209,0.447761194,1.074626866,67
Myles Turner 22 23,17.9516129,1.435483871,7.516129032,0.580645161,2.258064516,62
Brandon Ingram 22 23,24.71111111,5.822222222,5.466666667,0.711111111,0.422222222,45
Aaron Gordon 22 23,16.30882353,2.985294118,6.558823529,0.794117647,0.75,68
Alperen Sengun 22 23,14.78666667,3.88,9.04,0.933333333,0.933333333,75
Tobias Harris 22 23,14.66216216,2.513513514,5.72972973,0.918918919,0.540540541,74
Michael Porter Jr. 22 23,17.41935484,1.048387097,5.5,0.596774194,0.467741935,62
Saddiq Bey 22 23,13.79220779,1.532467532,4.701298701,0.909090909,0.168831169,77
Jalen Williams 22 23,14.08,3.306666667,4.493333333,1.373333333,0.466666667,75
Dillon Brooks 22 23,14.34246575,2.589041096,3.342465753,0.890410959,0.219178082,73
Malik Monk 22 23,13.51948052,3.87012987,2.636363636,0.636363636,0.25974026,77
Kenyon Martin Jr. 22 23,12.67073171,1.5,5.512195122,0.5,0.365853659,82
De'Andre Hunter 22 23,15.35820896,1.402985075,4.23880597,0.52238806,0.253731343,67
Malik Beasley 22 23,12.65432099,1.530864198,3.49382716,0.802469136,0.111111111,81
Norman Powell 22 23,16.98333333,1.816666667,2.916666667,0.833333333,0.3,60
Tim Hardaway Jr. 22 23,14.35211268,1.816901408,3.535211268,0.690140845,0.169014085,71
Derrick White 22 23,12.40243902,3.914634146,3.573170732,0.658536585,0.926829268,82
Luguentz Dort 22 23,13.68918919,2.081081081,4.648648649,1.013513514,0.310810811,74
Jabari Smith Jr. 22 23,12.78481013,1.278481013,7.202531646,0.544303797,0.936708861,79
Malcolm Brogdon 22 23,14.92537313,3.701492537,4.179104478,0.671641791,0.268656716,67
Bobby Portis 22 23,14.1,1.5,9.6,0.414285714,0.228571429,70
Keegan Murray 22 23,12.2,1.225,4.6375,0.7625,0.525,80
Kelly Oubre Jr. 22 23,20.25,1.125,5.1875,1.416666667,0.375,48
Jarrett Allen 22 23,14.25,1.661764706,9.794117647,0.794117647,1.235294118,68
Nic Claxton 22 23,12.64473684,1.894736842,9.236842105,0.855263158,2.486842105,76
Jaden McDaniels 22 23,12.06329114,1.873417722,3.886075949,0.936708861,0.962025316,79
Rudy Gobert 22 23,13.41428571,1.242857143,11.62857143,0.8,1.357142857,70
John Collins 22 23,13.11267606,1.197183099,6.507042254,0.591549296,1.028169014,71
Bruce Brown 22 23,11.5375,3.35,4.1,1.0875,0.6375,80
Max Strus 22 23,11.5375,2.1375,3.225,0.525,0.15,80
Caris LeVert 22 23,12.12162162,3.878378378,3.810810811,0.972972973,0.324324324,74
Jakob Poeltl 22 23,12.45833333,2.736111111,9.069444444,0.916666667,1.194444444,72
Tre Jones 22 23,12.86764706,6.588235294,3.602941176,1.308823529,0.132352941,68
Wendell Carter Jr. 22 23,15.22807018,2.315789474,8.719298246,0.526315789,0.578947368,57
Mason Plumlee 22 23,10.84810127,3.101265823,8.860759494,0.582278481,0.594936709,79
Eric Gordon 22 23,12.4057971,2.652173913,1.942028986,0.623188406,0.362318841,69
Kelly Olynyk 22 23,12.45588235,3.705882353,6.176470588,0.882352941,0.544117647,68
LaMelo Ball 22 23,23.27777778,8.444444444,6.416666667,1.277777778,0.305555556,36
Markelle Fultz 22 23,13.95,5.683333333,3.9,1.45,0.433333333,60
Austin Reaves 22 23,13.015625,3.359375,3.015625,0.515625,0.296875,64
Patrick Williams 22 23,10.15853659,1.219512195,3.987804878,0.87804878,0.853658537,82
Dennis Schroder 22 23,12.57575758,4.515151515,2.5,0.757575758,0.151515152,66
Kentavious Caldwell-Pope 22 23,10.81578947,2.407894737,2.736842105,1.473684211,0.460526316,76
Tyus Jones 22 23,10.275,5.2125,2.5,1.0375,0.075,80
Corey Kispert 22 23,11.08108108,1.175675676,2.797297297,0.432432432,0.121621622,74
Chris Paul 22 23,13.88135593,8.881355932,4.254237288,1.542372881,0.372881356,59
Ivica Zubac 22 23,10.76315789,1.013157895,9.947368421,0.381578947,1.289473684,76
Quentin Grimes 22 23,11.25352113,2.112676056,3.225352113,0.661971831,0.366197183,71
Mike Conley 22 23,11.91044776,6.71641791,2.71641791,1.089552239,0.208955224,67
Onyeka Okongwu 22 23,9.8875,1.0125,7.2,0.7,1.3375,80
Shaedon Sharpe 22 23,9.8625,1.175,2.95,0.475,0.3,80
Killian Hayes 22 23,10.34210526,6.184210526,2.907894737,1.368421053,0.368421053,76
Cole Anthony 22 23,13.01666667,3.916666667,4.8,0.616666667,0.516666667,60
Naz Reid 22 23,11.48529412,1.132352941,4.897058824,0.617647059,0.779411765,68
De'Anthony Melton 22 23,10.12987013,2.558441558,4.051948052,1.636363636,0.532467532,77
Clint Capela 22 23,11.98461538,0.892307692,11.03076923,0.692307692,1.215384615,65
Tari Eason 22 23,9.268292683,1.073170732,6.048780488,1.170731707,0.573170732,82
Bogdan Bogdanovic 22 23,14,2.777777778,3.055555556,0.796296296,0.333333333,54
Jalen McDaniels 22 23,9.4375,1.625,4.325,1.0375,0.425,80
Zion Williamson 22 23,26,4.586206897,6.965517241,1.103448276,0.551724138,29
Grayson Allen 22 23,10.41666667,2.263888889,3.291666667,0.861111111,0.194444444,72
Josh Hart 22 23,9.776315789,3.815789474,7.802631579,1.157894737,0.276315789,76
Aaron Nesmith 22 23,10.10958904,1.342465753,3.794520548,0.753424658,0.465753425,73
Gordon Hayward 22 23,14.66,4.12,4.3,0.84,0.24,50
Zach Collins 22 23,11.6031746,2.857142857,6.380952381,0.587301587,0.777777778,63
Marcus Morris Sr. 22 23,11.2,1.753846154,3.969230769,0.646153846,0.323076923,65
Coby White 22 23,9.662162162,2.756756757,2.864864865,0.72972973,0.081081081,74
Terance Mann 22 23,8.802469136,2.271604938,3.407407407,0.518518519,0.271604938,81
Chris Boucher 22 23,9.368421053,0.381578947,5.539473684,0.618421053,0.842105263,76
Andrew Nembhard 22 23,9.453333333,4.546666667,2.653333333,0.933333333,0.173333333,75
Rui Hachimura 22 23,11.22222222,0.920634921,4.492063492,0.301587302,0.412698413,63
Daniel Gafford 22 23,9.038461538,1.076923077,5.551282051,0.423076923,1.269230769,78
Jaylen Nowell 22 23,10.83076923,2.030769231,2.615384615,0.646153846,0.076923077,65
Devin Vassell 22 23,18.5,3.578947368,3.894736842,1.131578947,0.447368421,38
Marcus Smart 22 23,11.52459016,6.262295082,3.131147541,1.524590164,0.37704918,61
Naji Marshall 22 23,9.064935065,2.454545455,3.623376623,0.701298701,0.181818182,77
Talen Horton-Tucker 22 23,10.73846154,3.784615385,3.230769231,0.630769231,0.446153846,65
Deni Avdija 22 23,9.171052632,2.776315789,6.407894737,0.855263158,0.381578947,76
Santi Aldama 22 23,9.038961039,1.25974026,4.818181818,0.584415584,0.623376623,77
Jusuf Nurkic 22 23,13.34615385,2.865384615,9.057692308,0.826923077,0.846153846,52
Reggie Jackson 22 23,10.19117647,3.426470588,2.117647059,0.691176471,0.088235294,68
Isaiah Joe 22 23,9.465753425,1.205479452,2.397260274,0.657534247,0.109589041,73
Ayo Dosunmu 22 23,8.5875,2.575,2.75,0.775,0.325,80
Collin Sexton 22 23,14.27083333,2.875,2.1875,0.5625,0.125,48
Caleb Martin 22 23,9.61971831,1.647887324,4.845070423,1,0.436619718,71
Walker Kessler 22 23,9.175675676,0.932432432,8.378378378,0.351351351,2.337837838,74
Donte DiVincenzo 22 23,9.416666667,3.5,4.513888889,1.347222222,0.138888889,72
Malaki Branham 22 23,10.1969697,1.924242424,2.742424242,0.5,0.106060606,66
Royce O'Neale 22 23,8.828947368,3.723684211,5.052631579,0.855263158,0.644736842,76
Cedi Osman 22 23,8.688311688,1.493506494,2.285714286,0.454545455,0.142857143,77
Jonathan Kuminga 22 23,9.940298507,1.865671642,3.447761194,0.611940299,0.462686567,67
Bones Hyland 22 23,11.76785714,3.071428571,2.410714286,0.696428571,0.267857143,56
Doug McDermott 22 23,10.21875,1.421875,2.15625,0.203125,0.09375,64
Josh Richardson 22 23,10.06153846,2.676923077,2.692307692,1.061538462,0.307692308,65
Lonnie Walker IV 22 23,11.67857143,1.142857143,1.946428571,0.535714286,0.303571429,56
Alec Burks 22 23,12.78431373,2.235294118,3.098039216,0.745098039,0.156862745,51
Jevon Carter 22 23,8.037037037,2.432098765,2.49382716,0.814814815,0.358024691,81
Cameron Johnson 22 23,15.47619048,1.857142857,4.404761905,1.19047619,0.333333333,42
T.J. McConnell 22 23,8.666666667,5.293333333,3.12,1.08,0.133333333,75
Herbert Jones 22 23,9.833333333,2.454545455,4.075757576,1.560606061,0.636363636,66
Keita Bates-Diop 22 23,9.656716418,1.537313433,3.686567164,0.686567164,0.298507463,67
Kyle Anderson 22 23,9.376811594,4.855072464,5.333333333,1.130434783,0.913043478,69
Jalen Smith 22 23,9.441176471,0.970588235,5.794117647,0.308823529,0.882352941,68
Gabe Vincent 22 23,9.426470588,2.455882353,2.132352941,0.911764706,0.073529412,68
Grant Williams 22 23,8.113924051,1.658227848,4.594936709,0.518987342,0.392405063,79
AJ Griffin 22 23,8.875,1.013888889,2.125,0.583333333,0.166666667,72
Georges Niang 22 23,8.166666667,0.987179487,2.371794872,0.397435897,0.179487179,78
Shake Milton 22 23,8.381578947,3.157894737,2.513157895,0.328947368,0.171052632,76
Monte Morris 22 23,10.25806452,5.258064516,3.387096774,0.693548387,0.209677419,62
Bol Bol 22 23,9.057142857,0.985714286,5.785714286,0.428571429,1.214285714,70
Andrew Wiggins 22 23,17.10810811,2.297297297,5.027027027,1.216216216,0.756756757,37
Jarred Vanderbilt 22 23,7.935897436,2.358974359,7.461538462,1.064102564,0.269230769,78
Draymond Green 22 23,8.452054795,6.849315068,7.191780822,1.01369863,0.835616438,73
Al Horford 22 23,9.777777778,3,6.19047619,0.476190476,0.968253968,63
Kyle Lowry 22 23,11.18181818,5.109090909,4.090909091,1.036363636,0.381818182,55
Jeremy Sochan 22 23,10.96428571,2.535714286,5.267857143,0.767857143,0.410714286,56
Jalen Duren 22 23,9.134328358,1.119402985,8.880597015,0.656716418,0.880597015,67
Cam Thomas 22 23,10.59649123,1.368421053,1.666666667,0.350877193,0.122807018,57
Damion Lee 22 23,8.162162162,1.337837838,3.040540541,0.405405405,0.094594595,74
Karl-Anthony Towns 22 23,20.75862069,4.827586207,8.137931034,0.689655172,0.586206897,29
Moritz Wagner 22 23,10.52631579,1.473684211,4.543859649,0.649122807,0.228070175,57
Torrey Craig 22 23,7.443037975,1.481012658,5.392405063,0.632911392,0.784810127,79
Thomas Bryant 22 23,9.813559322,0.525423729,5.745762712,0.271186441,0.508474576,59
Kevon Looney 22 23,7.048780488,2.524390244,9.268292683,0.634146341,0.609756098,82
Isaiah Stewart 22 23,11.34,1.4,8.06,0.4,0.68,50
Joe Harris 22 23,7.594594595,1.364864865,2.216216216,0.459459459,0.175675676,74
Trey Lyles 22 23,7.594594595,0.891891892,4.054054054,0.364864865,0.418918919,74
Reggie Bullock 22 23,7.192307692,1.384615385,3.628205128,0.692307692,0.166666667,78
Seth Curry 22 23,9.196721311,1.62295082,1.639344262,0.590163934,0.114754098,61
Brandon Clarke 22 23,9.982142857,1.285714286,5.535714286,0.607142857,0.660714286,56
Dorian Finney-Smith 22 23,8.348484848,1.515151515,4.787878788,0.833333333,0.545454545,66
Jose Alvarado 22 23,9.016393443,3.049180328,2.31147541,1.098360656,0.163934426,61
Josh Green 22 23,9.1,1.716666667,3.033333333,0.7,0.083333333,60
Luke Kennard 22 23,9.254237288,1.542372881,2.677966102,0.542372881,0.084745763,59
Jordan Nwora 22 23,8.741935484,1.419354839,3.693548387,0.387096774,0.225806452,62
Troy Brown Jr. 22 23,7.118421053,1.25,4.052631579,0.776315789,0.210526316,76
Devonte' Graham 22 23,7.383561644,2.684931507,1.671232877,0.616438356,0.219178082,73
Nick Richards 22 23,8.184615385,0.584615385,6.4,0.169230769,1.092307692,65
Josh Okogie 22 23,7.347222222,1.458333333,3.486111111,0.777777778,0.472222222,72
Jalen Suggs 22 23,9.886792453,2.924528302,3.037735849,1.264150943,0.509433962,53
Hamidou Diallo 22 23,9.321428571,0.982142857,3.464285714,0.946428571,0.285714286,56
Terrence Ross 22 23,8.285714286,1.507936508,2.444444444,0.555555556,0.158730159,63
Drew Eubanks 22 23,6.641025641,1.320512821,5.358974359,0.512820513,1.307692308,78
Tre Mann 22 23,7.71641791,1.791044776,2.313432836,0.597014925,0.164179104,67
Sam Hauser 22 23,6.4,0.8875,2.55,0.3625,0.2625,80
Kevin Love 22 23,8.209677419,1.870967742,6.435483871,0.258064516,0.193548387,62
Precious Achiuwa 22 23,9.236363636,0.909090909,5.963636364,0.563636364,0.545454545,55
Dwight Powell 22 23,6.657894737,0.907894737,4.131578947,0.631578947,0.342105263,76
Marvin Bagley III 22 23,12,0.857142857,6.404761905,0.452380952,0.714285714,42
Khris Middleton 22 23,15.06060606,4.939393939,4.242424242,0.696969697,0.151515152,33
Obi Toppin 22 23,7.417910448,0.985074627,2.791044776,0.343283582,0.179104478,67
Kendrick Nunn 22 23,7.085714286,1.285714286,1.557142857,0.4,0.1,70
Cameron Payne 22 23,10.27083333,4.458333333,2.208333333,0.6875,0.166666667,48
Taurean Prince 22 23,9.12962963,1.555555556,2.444444444,0.518518519,0.277777778,54
Isaac Okoro 22 23,6.447368421,1.144736842,2.460526316,0.736842105,0.394736842,76
Aaron Wiggins 22 23,6.842857143,1.142857143,3.014285714,0.557142857,0.214285714,70
Nicolas Batum 22 23,6.128205128,1.551282051,3.833333333,0.692307692,0.564102564,78
Dennis Smith Jr. 22 23,8.777777778,4.833333333,3.092592593,1.388888889,0.462962963,54
Ochai Agbaji 22 23,7.915254237,1.13559322,2.050847458,0.271186441,0.254237288,59
David Roddy 22 23,6.657142857,0.842857143,2.757142857,0.414285714,0.271428571,70
Pat Connaughton 22 23,7.639344262,1.262295082,4.639344262,0.606557377,0.180327869,61
Trendon Watford 22 23,7.403225806,2.096774194,3.838709677,0.516129032,0.193548387,62
Jock Landale 22 23,6.608695652,0.985507246,4.057971014,0.231884058,0.434782609,69
Isaiah Jackson 22 23,7.222222222,0.80952381,4.476190476,0.492063492,1.476190476,63
Davion Mitchell 22 23,5.625,2.3125,1.3125,0.55,0.1875,80
James Wiseman 22 23,10,0.666666667,5.933333333,0.155555556,0.6,45
Victor Oladipo 22 23,10.69047619,3.476190476,3.047619048,1.357142857,0.285714286,42
Larry Nance Jr. 22 23,6.784615385,1.830769231,5.446153846,0.861538462,0.569230769,65
Jeff Green 22 23,7.803571429,1.232142857,2.571428571,0.321428571,0.303571429,56
Mitchell Robinson 22 23,7.372881356,0.898305085,9.406779661,0.949152542,1.847457627,59
Terence Davis 22 23,6.734375,1.046875,2.171875,0.671875,0.1875,64
Xavier Tillman 22 23,7.032786885,1.573770492,5.032786885,0.950819672,0.475409836,61
Cory Joseph 22 23,6.887096774,3.5,1.709677419,0.548387097,0.14516129,62
Kenrich Williams 22 23,8.018867925,1.981132075,4.924528302,0.849056604,0.264150943,53
Jaden Hardy 22 23,8.75,1.354166667,1.854166667,0.354166667,0.145833333,48
Anthony Lamb 22 23,6.693548387,1.548387097,3.467741935,0.451612903,0.322580645,62
Kevin Knox II 22 23,6.587301587,0.523809524,2.80952381,0.380952381,0.19047619,63
Patrick Beverley 22 23,6.194029851,2.895522388,3.686567164,0.940298507,0.611940299,67
Jordan Goodwin 22 23,6.564516129,2.709677419,3.306451613,0.935483871,0.419354839,62
Isaiah Hartenstein 22 23,4.951219512,1.243902439,6.536585366,0.646341463,0.780487805,82
Andre Drummond 22 23,5.955223881,0.492537313,6.626865672,0.671641791,0.402985075,67
Oshae Brissett 22 23,6.123076923,0.676923077,3.353846154,0.507692308,0.2,65
Gary Harris 22 23,8.270833333,1.229166667,2.041666667,0.9375,0.25,48
Jalen Johnson 22 23,5.642857143,1.185714286,4.028571429,0.542857143,0.485714286,70
Cam Reddish 22 23,9.675,1.425,2.2,0.975,0.35,40
Mark Williams 22 23,9,0.418604651,7.069767442,0.651162791,1.046511628,43
John Wall 22 23,11.35294118,5.235294118,2.705882353,0.794117647,0.352941176,34
Mike Muscala 22 23,6.079365079,0.793650794,3.222222222,0.238095238,0.380952381,63
Will Barton 22 23,6.767857143,2,2.446428571,0.5,0.232142857,56
Edmond Sumner 22 23,7.132075472,1.283018868,1.490566038,0.58490566,0.188679245,53
Alex Caruso 22 23,5.582089552,2.880597015,2.925373134,1.462686567,0.686567164,67
Josh Christopher 22 23,5.8125,1.140625,1.109375,0.515625,0.234375,64
Wenyen Gabriel 22 23,5.470588235,0.529411765,4.205882353,0.382352941,0.514705882,68
Delon Wright 22 23,7.38,3.88,3.6,1.84,0.34,50
JaMychal Green 22 23,6.421052632,0.894736842,3.596491228,0.438596491,0.403508772,57
Goran Dragic 22 23,6.293103448,2.603448276,1.396551724,0.224137931,0.068965517,58
John Konchar 22 23,5.055555556,1.388888889,4.305555556,1.069444444,0.347222222,72
Nickeil Alexander-Walker 22 23,6.152542373,1.830508475,1.711864407,0.542372881,0.355932203,59
Chris Duarte 22 23,7.869565217,1.391304348,2.5,0.543478261,0.195652174,46
Dario Saric 22 23,6.350877193,1.298245614,3.631578947,0.350877193,0.122807018,57
Steven Adams 22 23,8.595238095,2.30952381,11.54761905,0.857142857,1.095238095,42
Christian Braun 22 23,4.736842105,0.776315789,2.381578947,0.539473684,0.223684211,76
Nassir Little 22 23,6.648148148,0.925925926,2.611111111,0.37037037,0.37037037,54
Isaiah Livers 22 23,6.653846154,0.788461538,2.75,0.538461538,0.538461538,52
Landry Shamet 22 23,8.65,2.325,1.675,0.65,0.125,40
Lamar Stevens 22 23,5.290322581,0.532258065,3.338709677,0.435483871,0.306451613,62
Simone Fontecchio 22 23,6.307692308,0.807692308,1.653846154,0.288461538,0.153846154,52
Mo Bamba 22 23,6.591836735,0.93877551,4.591836735,0.265306122,0.87755102,49
Yuta Watanabe 22 23,5.551724138,0.827586207,2.431034483,0.431034483,0.293103448,58
Chimezie Metu 22 23,4.863636364,0.606060606,3,0.333333333,0.318181818,66
Montrezl Harrell 22 23,5.614035088,0.578947368,2.789473684,0.298245614,0.438596491,57
Derrick Jones Jr. 22 23,4.984375,0.53125,2.390625,0.453125,0.578125,64
Joe Ingles 22 23,6.891304348,3.260869565,2.782608696,0.717391304,0.130434783,46
T.J. Warren 22 23,7.476190476,0.952380952,2.880952381,0.523809524,0.285714286,42
Ty Jerome 22 23,6.866666667,3,1.733333333,0.511111111,0.111111111,45
Moses Moody 22 23,4.793650794,0.80952381,1.666666667,0.285714286,0.111111111,63
R.J. Hampton 22 23,6.425531915,1.14893617,1.85106383,0.574468085,0.191489362,47
Romeo Langford 22 23,6.906976744,1.162790698,2.651162791,0.558139535,0.302325581,43
Vlatko Cancar 22 23,4.95,1.333333333,2.133333333,0.366666667,0.233333333,60
Theo Maledon 22 23,6.704545455,3.454545455,2.795454545,0.840909091,0.272727273,44
Matisse Thybulle 22 23,4.126760563,0.746478873,1.971830986,1.169014085,0.450704225,71
Rudy Gay 22 23,5.232142857,1.017857143,2.910714286,0.339285714,0.321428571,56
Jeremiah Robinson-Earl 22 23,6.790697674,1,4.186046512,0.558139535,0.255813953,43
Ben Simmons 22 23,6.928571429,6.095238095,6.261904762,1.285714286,0.571428571,42
Kris Dunn 22 23,13.18181818,5.636363636,4.545454545,1.136363636,0.454545455,22
Jaylin Williams 22 23,5.87755102,1.551020408,4.918367347,0.571428571,0.244897959,49
Robert Covington 22 23,6,1.1875,3.458333333,0.791666667,0.6875,48
Paul Reed 22 23,4.15942029,0.391304348,3.797101449,0.652173913,0.739130435,69
Jae'Sean Tate 22 23,9.129032258,2.709677419,3.806451613,0.677419355,0.225806452,31
Robert Williams III 22 23,7.971428571,1.428571429,8.342857143,0.628571429,1.371428571,35
Eugene Omoruyi 22 23,6.95,0.7,2.775,0.7,0.075,40
Zeke Nnaji 22 23,5.226415094,0.339622642,2.603773585,0.320754717,0.433962264,53
Aleksej Pokusevski 22 23,8.117647059,1.882352941,4.676470588,0.588235294,1.264705882,34
Payton Pritchard 22 23,5.625,1.333333333,1.833333333,0.291666667,0.020833333,48
Danuel House Jr. 22 23,4.785714286,0.785714286,1.678571429,0.25,0.160714286,56
Duncan Robinson 22 23,6.380952381,1.095238095,1.642857143,0.333333333,0,42
MarJon Beauchamp 22 23,5.115384615,0.673076923,2.211538462,0.403846154,0.134615385,52
P.J. Tucker 22 23,3.546666667,0.8,3.933333333,0.52,0.2,75
Bismack Biyombo 22 23,4.31147541,0.918032787,4.262295082,0.295081967,1.442622951,61
Sandro Mamukelashvili 22 23,6.11627907,1.441860465,4.302325581,0.325581395,0.279069767,43
JT Thor 22 23,3.797101449,0.52173913,2.202898551,0.31884058,0.333333333,69
Willy Hernangomez 22 23,6.894736842,0.868421053,4.736842105,0.447368421,0.342105263,38
Luke Kornet 22 23,3.782608696,0.768115942,2.855072464,0.15942029,0.666666667,69
Garrison Mathews 22 23,4.759259259,0.481481481,1.351851852,0.444444444,0.092592593,54
Austin Rivers 22 23,4.903846154,1.442307692,1.596153846,0.538461538,0.076923077,52
Ish Wainright 22 23,4.183333333,0.883333333,2.316666667,0.633333333,0.366666667,60
Aaron Holiday 22 23,3.920634921,1.412698413,1.174603175,0.587301587,0.19047619,63
Bryce McGowens 22 23,5.347826087,1.173913043,2.02173913,0.326086957,0.130434783,46
Malachi Flynn 22 23,4.641509434,1.320754717,1.433962264,0.396226415,0.075471698,53
Patty Mills 22 23,6.15,1.4,1.1,0.375,0.075,40
Duane Washington Jr. 22 23,7.870967742,2.032258065,1.161290323,0.193548387,0.129032258,31
Thaddeus Young 22 23,4.444444444,1.388888889,3.074074074,1,0.092592593,54
Cade Cunningham 22 23,19.91666667,6,6.166666667,0.833333333,0.583333333,12
Haywood Highsmith 22 23,4.37037037,0.796296296,3.481481481,0.666666667,0.314814815,54
Jaxson Hayes 22 23,4.957446809,0.723404255,2.808510638,0.425531915,0.404255319,47
George Hill 22 23,5.043478261,2.391304348,1.847826087,0.565217391,0.130434783,46
Day'Ron Sharpe 22 23,4.729166667,0.770833333,4.166666667,0.3125,0.666666667,48
